186438,4095,4095,4095,1003,1546,-0.04688,-0.76562,1.03125,24.750
186498,4095,4095,4095,1003,1546,-0.01562,-0.75000,1.06250,24.750
186508,4095,4095,4095,1009,1546,-0.03125,-0.76562,1.03125,24.750
186518,4095,4095,4095,1003,1548,-0.01562,-0.76562,1.06250,24.750
186528,4095,4095,4095,1009,1544,-0.03125,-0.78125,1.06250,24.760
186538,4095,4095,4095,1002,1546,-0.04688,-0.78125,1.04688,24.760
186548,4095,4095,4095,997,1545,-0.03125,-0.76562,1.04688,24.750
186558,4095,4095,4095,999,1545,-0.06250,-0.76562,1.04688,24.750
186568,4095,4095,4095,995,1548,-0.03125,-0.76562,1.06250,24.740
186578,4095,4095,4095,1001,1546,-0.01562,-0.73438,1.03125,24.750
186588,4095,4095,4095,1009,1548,-0.03125,-0.76562,1.04688,24.750
186598,4095,4095,4095,997,1544,-0.03125,-0.78125,1.07812,24.740
186608,4095,4095,4095,1011,1544,-0.03125,-0.76562,1.07812,24.750
186618,4095,4095,4095,997,1545,-0.04688,-0.78125,1.06250,24.750
186628,4095,4095,4095,1000,1546,-0.04688,-0.75000,1.03125,24.740
186638,4095,4095,4095,1013,1548,-0.03125,-0.75000,1.03125,24.740
186648,4095,4095,4095,997,1548,-0.03125,-0.76562,1.04688,24.740
186658,4095,4095,4095,1007,1546,0.00000,-0.75000,1.06250,24.760
186668,4095,4095,4095,1006,1545,-0.03125,-0.76562,1.07812,24.750
186678,4095,4095,4095,1007,1545,-0.03125,-0.76562,1.04688,24.750
186688,4095,4095,4095,997,1548,-0.03125,-0.78125,1.07812,24.740
186698,4095,4095,4095,1003,1548,-0.04688,-0.78125,1.07812,24.750
186708,4095,4095,4095,1001,1547,-0.03125,-0.76562,1.01562,24.760
186718,4095,4095,4095,997,1546,-0.01562,-0.75000,1.03125,24.750
186728,4095,4095,4095,1003,1544,-0.03125,-0.78125,1.07812,24.760
186738,4095,4095,4095,997,1546,-0.01562,-0.78125,1.06250,24.750
186748,4095,4095,4095,1007,1547,-0.04688,-0.76562,1.06250,24.740
186758,4095,4095,4095,1009,1550,-0.01562,-0.76562,1.06250,24.750
186768,4095,4095,4095,1003,1548,-0.01562,-0.76562,1.03125,24.750
186778,4095,4095,4095,1003,1547,-0.01562,-0.76562,1.06250,24.750
186788,4095,4095,4095,997,1548,-0.04688,-0.78125,1.04688,24.750
186798,4095,4095,4095,1006,1547,0.00000,-0.75000,1.07812,24.760
186808,4095,4095,4095,1011,1545,-0.03125,-0.79688,1.07812,24.760
186818,4095,4095,4095,1011,1548,-0.03125,-0.76562,1.07812,24.760
186828,4095,4095,4095,999,1545,-0.04688,-0.75000,1.04688,24.760
186838,4095,4095,4095,1007,1548,-0.03125,-0.78125,1.06250,24.750
186848,4095,4095,4095,1001,1549,-0.03125,-0.76562,1.04688,24.740
186858,4095,4095,4095,1010,1548,-0.03125,-0.75000,1.06250,24.750
186868,4095,4095,4095,1007,1548,-0.01562,-0.75000,1.06250,24.750
186878,4095,4095,4095,1009,1548,-0.01562,-0.79688,1.07812,24.750
186888,4095,4095,4095,1007,1548,-0.01562,-0.75000,1.04688,24.760
186898,4095,4095,4095,999,1548,-0.04688,-0.75000,1.04688,24.740
186908,4095,4095,4095,998,1548,-0.03125,-0.76562,1.06250,24.750
186918,4095,4095,4095,1003,1548,-0.01562,-0.73438,1.04688,24.750
186928,4095,4095,4095,1003,1548,-0.04688,-0.78125,1.04688,24.750
186938,4095,4095,4095,995,1546,-0.01562,-0.78125,1.06250,24.750
186948,4095,4095,4095,1007,1547,-0.03125,-0.75000,1.04688,24.750
186958,4095,4095,4095,1007,1548,-0.04688,-0.76562,1.03125,24.750
186968,4095,4095,4095,1009,1548,-0.01562,-0.75000,1.04688,24.750
186978,4095,4095,4095,1011,1548,-0.03125,-0.75000,1.04688,24.750
186988,4095,4095,4095,999,1547,-0.01562,-0.78125,1.07812,24.750
186998,4095,4095,4095,998,1547,-0.03125,-0.75000,1.04688,24.760
187008,4095,4095,4095,1010,1548,-0.03125,-0.79688,1.06250,24.750
187018,4095,4095,4095,999,1549,-0.03125,-0.76562,1.04688,24.750
187028,4095,4095,4095,1004,1547,-0.03125,-0.75000,1.06250,24.750
187038,4095,4095,4095,1007,1548,-0.06250,-0.78125,1.07812,24.740
187048,4095,4095,4095,1009,1548,-0.03125,-0.78125,1.06250,24.750
187058,4095,4095,4095,1007,1550,0.00000,-0.76562,1.04688,24.750
187068,4095,4095,4095,1006,1548,-0.01562,-0.75000,1.07812,24.750
187078,4095,4095,4095,995,1546,-0.03125,-0.78125,1.07812,24.760
187088,4095,4095,4095,1004,1546,-0.03125,-0.78125,1.03125,24.750
187098,4095,4095,4095,1009,1548,-0.01562,-0.75000,1.03125,24.750
187108,4095,4095,4095,996,1550,-0.04688,-0.73438,1.03125,24.750
187118,4095,4095,4095,997,1548,-0.03125,-0.78125,1.03125,24.760
187128,4095,4095,4095,997,1550,-0.03125,-0.76562,1.04688,24.750
187138,4095,4095,4095,1013,1548,-0.03125,-0.78125,1.06250,24.750
187148,4095,4095,4095,997,1544,-0.01562,-0.71875,1.03125,24.750
187158,4095,4095,4095,995,1545,-0.04688,-0.76562,1.01562,24.750
187168,4095,4095,4095,997,1548,-0.03125,-0.78125,1.07812,24.760
187178,4095,4095,4095,1007,1546,-0.03125,-0.76562,1.06250,24.750
187188,4095,4095,4095,1007,1547,-0.01562,-0.76562,1.06250,24.740
187198,4095,4095,4095,1006,1548,-0.03125,-0.75000,1.06250,24.740
187208,4095,4095,4095,999,1543,-0.01562,-0.75000,1.03125,24.750
187218,4095,4095,4095,1001,1548,-0.03125,-0.76562,1.04688,24.750
187228,4095,4095,4095,999,1548,-0.04688,-0.78125,1.07812,24.750
187238,4095,4095,4095,1004,1547,-0.04688,-0.78125,1.04688,24.740
187248,4095,4095,4095,1007,1546,-0.01562,-0.76562,1.07812,24.750
187258,4095,4095,4095,1005,1548,-0.04688,-0.76562,1.06250,24.750
187268,4095,4095,4095,1007,1548,-0.01562,-0.73438,1.00000,24.740
187278,4095,4095,4095,1003,1548,-0.04688,-0.73438,1.01562,24.750
187288,4095,4095,4095,1007,1546,-0.03125,-0.82812,1.12500,24.750
187298,4095,4095,4095,1001,1548,-0.03125,-0.84375,1.17188,24.750
187308,4095,4095,4095,1009,1550,-0.04688,-0.75000,1.06250,24.750
187318,4095,4095,4095,1003,1550,-0.01562,-0.73438,0.98438,24.750
187328,4095,4095,4095,1005,1548,-0.01562,-0.73438,1.00000,24.750
187338,4095,4095,4095,1003,1547,-0.03125,-0.78125,1.06250,24.750
187348,4095,4095,4095,1009,1548,-0.01562,-0.76562,1.06250,24.740
187358,4095,4095,4095,1005,1549,-0.01562,-0.76562,1.07812,24.740
187368,4095,4095,4095,1001,1548,-0.04688,-0.79688,1.04688,24.750
187378,4095,4095,4095,1005,1548,-0.03125,-0.76562,1.06250,24.750
187388,4095,4095,4095,1011,1547,-0.03125,-0.79688,1.00000,24.750
187398,4095,4095,4095,1003,1547,-0.03125,-0.73438,0.98438,24.750
187408,4095,4095,4095,1009,1546,-0.03125,-0.78125,1.07812,24.750
187418,4095,4095,4095,1007,1549,-0.03125,-0.82812,1.18750,24.750
187428,4095,4095,4095,1007,1547,-0.03125,-0.82812,1.12500,24.750
187438,4095,4095,4095,1005,1548,-0.03125,-0.73438,1.06250,24.750
187448,4095,4095,4095,1003,1548,-0.03125,-0.78125,1.00000,24.750
187458,4095,4095,4095,1005,1548,-0.01562,-0.75000,1.03125,24.750
187468,4095,4095,4095,998,1545,-0.01562,-0.75000,1.01562,24.750
187478,4095,4095,4095,998,1547,-0.03125,-0.78125,1.06250,24.750
187488,4095,4095,4095,1003,1548,-0.03125,-0.75000,1.07812,24.750
187498,4095,4095,4095,1005,1546,-0.04688,-0.78125,1.09375,24.750
187508,4095,4095,4095,997,1546,-0.04688,-0.76562,1.06250,24.750
187518,4095,4095,4095,1009,1547,-0.03125,-0.76562,1.03125,24.750
187528,4095,4095,4095,997,1548,-0.03125,-0.76562,1.01562,24.750
187538,4095,4095,4095,997,1545,-0.03125,-0.76562,1.03125,24.750
187548,4095,4095,4095,1007,1546,-0.03125,-0.76562,1.09375,24.760
187558,4095,4095,4095,1005,1549,-0.03125,-0.76562,1.06250,24.750
187568,4095,4095,4095,999,1545,-0.03125,-0.78125,1.06250,24.760
187578,4095,4095,4095,1004,1546,-0.04688,-0.75000,1.04688,24.750
187588,4095,4095,4095,1005,1548,-0.03125,-0.78125,1.03125,24.760
187598,4095,4095,4095,997,1550,-0.01562,-0.75000,1.04688,24.750
187608,4095,4095,4095,1001,1547,-0.03125,-0.75000,1.04688,24.750
187618,4095,4095,4095,1006,1546,-0.03125,-0.75000,1.03125,24.750
187628,4095,4095,4095,1007,1547,-0.04688,-0.79688,1.12500,24.740
187638,4095,4095,4095,1005,1548,-0.03125,-0.81250,1.15625,24.760
187648,4095,4095,4095,1011,1545,-0.03125,-0.75000,0.98438,24.750
187658,4095,4095,4095,1003,1550,-0.01562,-0.75000,1.01562,24.750
187668,4095,4095,4095,1006,1548,-0.03125,-0.76562,1.04688,24.750
187678,4095,4095,4095,999,1546,-0.01562,-0.78125,1.04688,24.740
187688,4095,4095,4095,999,1546,-0.04688,-0.78125,1.03125,24.750
187698,4095,4095,4095,1005,1548,-0.01562,-0.75000,1.06250,24.750
187708,4095,4095,4095,999,1546,-0.03125,-0.76562,1.06250,24.750
187718,4095,4095,4095,1007,1547,-0.03125,-0.79688,1.06250,24.760
187728,4095,4095,4095,1007,1548,-0.01562,-0.76562,1.01562,24.750
187738,4095,4095,4095,1003,1547,-0.01562,-0.75000,1.03125,24.750
187748,4095,4095,4095,1011,1546,-0.01562,-0.78125,1.06250,24.750
187758,4095,4095,4095,1007,1548,-0.03125,-0.76562,1.07812,24.750
187768,4095,4095,4095,997,1544,-0.03125,-0.81250,1.09375,24.750
187778,4095,4095,4095,1009,1546,-0.01562,-0.76562,1.07812,24.740
187788,4095,4095,4095,1009,1546,-0.03125,-0.78125,1.01562,24.760
187798,4095,4095,4095,1011,1544,-0.03125,-0.76562,1.03125,24.740
187808,4095,4095,4095,1010,1550,0.00000,-0.76562,1.06250,24.750
187818,4095,4095,4095,1005,1548,0.00000,-0.76562,1.09375,24.760
187828,4095,4095,4095,1005,1550,-0.03125,-0.76562,1.04688,24.750
187838,4095,4095,4095,999,1550,-0.03125,-0.76562,1.06250,24.750
187848,4095,4095,4095,1005,1545,-0.04688,-0.75000,1.04688,24.760
187858,4095,4095,4095,1005,1547,-0.03125,-0.76562,1.04688,24.750
187868,4095,4095,4095,999,1548,-0.01562,-0.75000,1.03125,24.750
187878,4095,4095,4095,995,1548,-0.01562,-0.76562,1.03125,24.750
187888,4095,4095,4095,1001,1550,-0.03125,-0.76562,1.06250,24.750
187898,4095,4095,4095,1001,1550,-0.03125,-0.78125,1.06250,24.750
187908,4095,4095,4095,999,1545,-0.01562,-0.78125,1.06250,24.750
187918,4095,4095,4095,1009,1546,-0.03125,-0.78125,1.01562,24.740
187928,4095,4095,4095,999,1546,-0.03125,-0.75000,1.04688,24.740
187938,4095,4095,4095,1007,1547,-0.01562,-0.76562,1.04688,24.750
187948,4095,4095,4095,997,1548,-0.03125,-0.78125,1.06250,24.760
187958,4095,4095,4095,1007,1546,0.00000,-0.76562,1.07812,24.760
187968,4095,4095,4095,997,1547,-0.03125,-0.78125,1.07812,24.750
187978,4095,4095,4095,996,1546,-0.04688,-0.75000,1.04688,24.750
187988,4095,4095,4095,1003,1548,-0.03125,-0.76562,1.03125,24.740
187998,4095,4095,4095,999,1543,-0.03125,-0.79688,1.03125,24.750
188008,4095,4095,4095,1005,1546,-0.03125,-0.75000,1.06250,24.750
188018,4095,4095,4095,1003,1546,-0.01562,-0.79688,1.04688,24.750
188028,4095,4095,4095,1002,1548,-0.03125,-0.76562,1.04688,24.760
188038,4095,4095,4095,999,1545,-0.01562,-0.76562,1.07812,24.750
188048,4095,4095,4095,1001,1547,-0.01562,-0.78125,1.03125,24.750
188058,4095,4095,4095,1005,1545,-0.01562,-0.78125,1.03125,24.750
188068,4095,4095,4095,999,1546,-0.01562,-0.78125,1.03125,24.760
188078,4095,4095,4095,998,1550,-0.03125,-0.75000,1.04688,24.750
188088,4095,4095,4095,1005,1546,-0.03125,-0.76562,1.07812,24.750
188098,4095,4095,4095,1001,1548,-0.01562,-0.79688,1.07812,24.750
188108,4095,4095,4095,1009,1548,-0.03125,-0.76562,1.04688,24.760
188118,4095,4095,4095,1007,1546,-0.01562,-0.76562,1.04688,24.750
188128,4095,4095,4095,1012,1549,-0.01562,-0.76562,1.04688,24.740
188138,4095,4095,4095,1005,1546,-0.03125,-0.76562,1.06250,24.750
188148,4095,4095,4095,1013,1546,-0.03125,-0.76562,1.06250,24.740
188158,4095,4095,4095,1007,1546,-0.03125,-0.78125,1.04688,24.750
188168,4095,4095,4095,1013,1549,-0.04688,-0.78125,1.06250,24.750
188178,4095,4095,4095,1011,1550,-0.03125,-0.75000,1.04688,24.750
188188,4095,4095,4095,1010,1550,-0.03125,-0.79688,1.03125,24.750
188198,4095,4095,4095,1007,1548,-0.04688,-0.76562,1.06250,24.750
188208,4095,4095,4095,1007,1545,-0.03125,-0.78125,1.04688,24.750
188218,4095,4095,4095,997,1548,-0.01562,-0.78125,1.09375,24.740
188228,4095,4095,4095,1002,1544,-0.03125,-0.76562,1.04688,24.750
188238,4095,4095,4095,1005,1546,-0.01562,-0.78125,1.01562,24.750
188248,4095,4095,4095,997,1544,-0.01562,-0.76562,1.03125,24.750
188258,4095,4095,4095,1007,1547,-0.03125,-0.76562,1.04688,24.760
188268,4095,4095,4095,1001,1546,-0.01562,-0.76562,1.04688,24.750
188278,4095,4095,4095,1003,1550,-0.03125,-0.76562,1.04688,24.760
188288,4095,4095,4095,1001,1550,-0.03125,-0.78125,1.04688,24.750
188298,4095,4095,4095,1005,1548,-0.01562,-0.78125,1.06250,24.750
188308,4095,4095,4095,999,1544,-0.01562,-0.76562,1.03125,24.750
